Article	Label
binance, the world&#8217;s largest crypto exchange with over 10 million users, has launched its own blockchain &#8211; the binance chain mainnet today, a highly anticipated blockchain protocol aimed to support decentralized exchanges (dex). binance will also open a decentralized exchange next week today marks the birth of a new genesis block. who&#39;s ready? pic.twitter.com/af1hvtfxzt &#8212; binance (@binance) april 18, 2019 binance coin (bnb), the native token of binance, will operate as the main cryptocurrency of binance chain and will be moved from the ethereum network. currently, bnb remains as the most valuable token on ethereum as an erc20	1
in four-to-six weeks, a blockchain product developed by ernst &#38; young (ey), one of the “big four” professional services organizations, will be made public domain (open source). privacy and public blockchains: a tall order from large enterprise dubbed “ey ops chain public edition,” the technology uses zero-knowledge proofs to give permissions to transaction information similar to monero and other privacy coins. only those with the keys to see the actual transaction information will be able to do so. ey believes that privacy-enhancing technologies are crucial to more widespread blockchain adoption, saying in their press release: “for most enterprises	1
ethereum development studio consensys is struggling financially and is now trying to raise $200 million from outside investors to stay afloat. the fundraising drive comes just four months after the brooklyn-based blockchain startup laid off 13% of its workforce. consensys has not yet commented on the rumors, which were reported by the information. sources say the crypto company wants its valuation to top $1 billion, but prospective investors believe that&#8217;s unrealistic given its current financial woes. the brooklyn-based firm — which employs 900 people — posted revenue of just $28 million in 2018. ethereum giant consensys tightens belt,	1
at the community ethereum development conference (edcon 2019) in sydney, australia, vitalik buterin set an interesting precedent for prominent crypto developers: he got on stage and rapped about ethereum scaling. vitalik buterin: crypto&#8217;s next rap genius? in case you&#8217;re wondering, this isn&#8217;t a punishingly delayed april fools&#8217; joke. here&#8217;s the proof: buterin’s rap debut starts: &#8220;proof-of-stake is hard, but one thing i do know is when we and shard, we’ll change the whole thing though. eth 2.0, yo. eth 2.0, yo…&#8221; the rap refers to the upcoming scaling upgrades that ethereum will undergo, including its move to proof-of-stake and	1
the ethereum price has ballooned by nearly one-third so far in april, but without bitcoin&#8217;s bullish tailwind, eth might be stuck in a rut. according to dapp.com, the second-largest cryptocurrency&#8217;s network suffered defections in q1 2019 as users fled the network for rival platforms. if users would only stay loyal to decentralized apps (dapps) on the ethereum blockchain, the eth price might finally recapture its former glory. crypto gamers and the ethereum price as one of the largest and most high-profile blockchains, ethereum has every reason to be leading the dapp race against rival platforms such as tron, eos, and	1
tron founder and ceo justin sun recently announced on the cryptochick podcast that his crypto project would be officially collaborating with ethereum. wait, what? justin sun: tron will collaborate with ethereum this year justin sun appeared on an episode of rachel wolfson’s thecryptochick podcast this week where he discussed the launch of the tether stablecoin on tron. while most of the podcast came off as a marketing opportunity for sun, he did also take the time to address the prospect of a collaboration with ethereum. when asked by wolfson what he thought of ethereum co-creator vitalik buterin’s recent jab at	1
during what has become the longest bear market to date in cryptocurrency, it’s no surprise that anxious investors are eager to find alternative strategies to continue making gains during the downturn. one of those strategies, which has become a hot trend in crypto, is the practice known as staking. staking: crypto investing&#8217;s hot new trend in staking, investor-owned tokens are placed in digital crypto wallets and then used to validate transactions that create new blocks in blockchain networks. this, in turn, produces coin rewards that can increase the holder’s total asset value. while vaguely similar to traditional banks’ interest-bearing accounts,	1
in the last 24 hours, the price of bitcoin cash surged from $287 to $322 by more than 12 percent as the valuation of the crypto market increased by around $4 billion. the 3 percent recovery of bitcoin led major crypto assets in the likes of litecoin, tron, and ethereum classic to record relatively large movements against the u.s. dollar. why are litecoin and bitcoin cash surging while ethereum and bitcoin settle for minor gains? bitcoin spiked by more than 20 percent in the past week which played a vital role in changing the sentiment around the cryptocurrency market. but,	1
readers may remember the legendary moment last year when ethereum co-creator vitalik buterin responded to a talk by craig wright to call him a “fraud.” buterin had endured enough of what he viewed to be baseless claims on the part of wright, who at the time was talking about “dishonest miners&#8221; in the crypto economy. bitcoin sv proponents rant about &#8220;legal ramifications&#8221; of segwit as the year wore on, craig wright and calvin ayre increasingly engaged in in-fighting with bitcoin cash developers and community members. it became clear that another fork was going to divide the community further, and in	1
in a further sign of the blurring of the lines between crypto and mainstream assets, it will soon be possible to trade bitcoin on the jamaica stock exchange (jse). the exchange which was founded five decades ago has inked an agreement with canadian fintech firm blockchain that will ‘enable live trading of digital assets and security tokens in a regulated and secured environment’, according to a statement. under the agreement, blockstation will offer the end-to-end crypto trading platform for jse’s network. this followed a test-run in which the broker-dealer members of the jse participated. jse’s subsidiary, the jamaica	1
several outlets and crypto programmers have pointed out for a year or more that metamask, by default, broadcasts your ethereum public key (address) to websites you visit. the assumption is that this is a privacy vulnerability – most sites have no need for such information, after all. the next web’s david canellis writes: &#8220;sharing ethereum addresses with any tracking service that requests it is certainly a little unsettling, but there are wider implications. think of your ethereum address as a unique identifier, you want to keep it separate from the rest of your online footprint at all times.&#8221; public addresses	1
throughout the past month, the price of ethereum (eth) increased from $126 to $140, by more than 11 percent against the u.s. dollar. similar to how several strategists expect the bitcoin price to increase substantially if it breaks the $4,200 resistance level in the near-term, traders foresee ethereum rising to as high as $200 if it rebounds over crucial levels. $148 for ethereum is key according to a cryptocurrency technical trader recognized by the community as “the crypto dog,” the price of ethereum could surpass $200 if it breaks out of $148 and continues to demonstrate momentum in the weeks	1
there’s a buzz in the cryptosphere today. bitcoin dominance hasn’t been this low since last august. google trends show that interest in bitcoin hasn’t been this low since last april. are we in the quiet before the storm or status quo? dominance is hovering just above 50%. a result of “alt season,” money rapidly flowing into altcoins and a relatively stagnant bitcoin price conspire to lower the actual position of bitcoin. but not by much. bitcoin&#8217;s market capitalization can still fit hundreds of other cryptos within it. this isn&#8217;t 2015 or 2017 &#8211; the market is far more crowded some	1
the bitcoin price is demonstrating a similar movement as late 2018 and traders have started to express concerns over the extended stability of the asset. from early september to november, for more than three months, the bitcoin price remained stable in a tight range between $6,300 to $6,500. however, in a matter of weeks, the bitcoin price plunged by around 50 percent from $6,500 to $3,200. is it just me or are we experiencing a mirrored version of what happened in front of $6000?$btc pic.twitter.com/smtmo2bgq1 &#8212; crypto hunter gon (@cryptoxhunter) march 21, 2019 some traders fear that a similar price	1
