Article	Label
australia&#8217;s karen andrews of the ministry for industry, science and technology is pledging $100,000 towards furthering blockchain development. in a press release, andrews says her department will put the money towards &#8220;regulation, skills and capacity building, and international competitiveness and collaboration.&#8221; it&#8217;s a solid step forward in the nation&#8217;s fight to become a global blockchain leader. unfortunately, the funds are significantly lower than previous offers like one billion aud towards ibm&#8217;s blockchain developments for australia&#8217;s government. the move leads enthusiasts to question what impact such a tiny sum could really have. i want australia to lead the world when it	1
bae yong-joon, arguably the most influential and widely recognized actor in south korea featured in films like winter sonata and the legend, invested in a local crypto startup called seamon. importance of a public figure investing in the crypto space in south korea according to hankyoreh, a mainstream media outlet in south korea, seamon is co-founded by the norway-based ocean supreme, the most dominant company in the japanese salmon market. ocean supreme exports sashimi-quality salmon from norway to japan, generating $150 million in annual turnover, purely from salmon sales. the publication exclusively reported that bae reached out to the company	0
is the era of blockchain gaming finally upon us? enjin coin has announced a partnership with unity to introduce millions of existing game developers to blockchain development. unity is one of the most popular game development platforms ever. effectively, more than three unity games have been installed for every single person on earth. over half of all mobile games run on unity. now, unity’s going full blockchain with enjin coin. demand for enj to grow again? enj recently spiked 200% on news that it was compatible with the samsung s10. they announced the launch of a partnership with unity, which	1
on february 26, while the bitcoin price remained at $3,800 following a sudden 10 percent plunge, enjin coin (enj), a crypto asset native to a gaming-suited blockchain network called enjin, spiked by more than 150 percent. against bitcoin, at its daily peak, enjin coin surged from 0.00000958 btc to 0.00002943 by 207 percent within a 24-hour span. analysts have attributed the abrupt surge in the price of enjin coin to the listing of enjin coin as one of the four cryptocurrencies listed on the native crypto wallet of samsung alongside bitcoin, ethereum, and cosmee. why is enjin coin listed as	1
when you think of apple, you think iphone, ipad, or even privacy concerns. you probably don’t think conflict minerals used in the manufacturing of its devices or how blockchain could prove the cure for an ethical supply chain. well, you should. the tech giant has filed a report with the u.s. securities and exchange commission indicating it is studying ways to implement blockchain in some form or fashion. reading between the lines apple submitted a filing called the “conflict minerals report; summary of apple’s commitment to responsible sourcing.” in the report, apple did not say in any straightforward way that	1
on january 30, bloomberg reported that fidelity, the world’s fourth-largest asset manager, is set to launch its bitcoin custody service by the end of the first quarter of 2019. three sources who asked to remain anonymous reportedly said that the plans are still private but the firm plans to introduce bitcoin storage first, followed by ethereum (eth) custody. why fidelity pushing forward with bitcoin custody is meaningful as one of the biggest mutual fund operators in the u.s., fidelity works with more than 13,000 financial institutions. it established its intent to penetrate into the cryptocurrency sector in late 2018, with	1
it looks like the skies will be much clearer for the crypto and blockchain community in bermuda soon. a bank that will accept blockchain and crypto companies appears to be just around the horizon. bermuda premier david burt made the announcement during a one on one interview with bbc journalist priya patel at the consensys lounge, today. this was one of the many events at the world economic forum in davos, switzerland. the discussion featured on the importance of focusing on quality over quality over quantity when accepting businesses. this is an issue which burt said was the main focus	2
an internet court launched in eastern chinese city hangzhou will now use blockchain to fight plagiarism for online writers, local chinese news outlet china.org.cn reported. china launched its first internet court in the city of hangzhou to deal with internet related cases, save time and reduce overhead costs of getting justice out of the system. at the time of the launch, the court was expected to accept court filings and cases electronically and given the mandate to rule online cases via live stream. plaintiffs may verify their identity with a government-issued id or through their alipay account. the hangzhou internet court	2
according to an iranian official, the integration of blockchain technology and cryptocurrencies could provide a much-needed boost to the country’s economy, per reports on the tehran times. alireza daliri, a deputy for management development and resources at the vice presidency for science and technology, stated that blockchain technology could provide iran with a platform to coordinate with her international partners all over the world, adding that, over 100 countries were already reaping the benefits of its wide range of applications. while also acknowledging the certitude about the countries that have expressed concerns over the growing risks of blockchain’s application, daliri	1
u.s. president donald trump has hired the prominent bitcoin supporter mick mulvaney to be his new white house chief of staff. donald trump is one of the most polarizing people on planet earth and whether you love him or hate him, it is beneficial for the crypto industry to have a major bitcoin advocate whispering sweet nothings into the ear of the american president. donald trump makes positive appointment for crypto industry although donald trump might not top a list of the humblest people on the planet, he most definitely loves making money. trump&#8217;s appointment of mulvaney to the white	1
“wanchain is a separate, independent, public chain,” ceo jack lu says on a recent december morning. he explains that it is essentially a fork of ethereum which integrated a lot of privacy-focused changes and primarily focuses on cross-chain compatibility. wanchain wants to be the bridge between blockchains, allowing multi-crypto transaction execution in a private manner. officially, in text, it describes itself as “the world’s first and only interoperable blockchain with secure multi-party computation.” wanchain layman might think of it like ethereum + monero with a hint of shapeshift. wanchain seeks to perform the functions of all of the above. while	1
on december 4, seven eu countries led by malta and france have established a group called the “mediterranean seven” to encourage and promote the usage of blockchain technology. in the months to come, the seven countries that include france, italy, spain, malta, cyprus, portugal and spain, will work to implement the blockchain in education, transport, mobility, shipping, land registry, customers, company registry, and healthcare. the declaration obtained by ft read: “this can result not only in the enhancement of e-government services but also increased transparency and reduced administrative burdens, better customs collection and better access to public information.” will this	1
in 2014, the revenue department of thailand had arrested many individuals and investigated about 60 companies for defrauding the department out of $18.29 million worth of baht in value-added taxes (vat). since and before, the department has been unable to track a majority of such tax defaulters, losing billions of dollars in the process. so could blockchain be the solution that could minimize tax frauds? the director-general of the revenue department believes it can. ekniti nitithanprapas, in his latest comments to the bangkok post, revealed that their department is conducting a blockchain trial to explore its use case in tracking vat	1
a recent article in barron’s describes angus champion de crespigny, who spent ten years at professional services firm ernst and young and led the blockchain financial services division for years and was the subject of the article entitled &#8220;this blockchain believer turned heretic is still bullish on bitcoin,&#8221; as a “major skeptic.” champion de crespigny describes himself as an &#8220;experienced executive with 11 years in financial services, evangelist for bitcoin and cryptocurrencies, and a pragmatist for distributed and decentralized systems.&#8221; through the course of the interview, champion de crespigny speaks on his learned experience regarding the blockchain and how it transformed	1
