Article
<p>Over a billion dollars have been raised for the reconstruction of Notre Dame. People with deep pockets have seized the opportunity to throw their money around, and Binance refuses to miss a marketing opportunity. The exchange has an ongoing campaign to raise donations from the crypto public and its users – either anonymously or not. Unfortunately, the anonymous option doesn’t come with the ability to send privacy coins. Only Bitcoin, Binance Coin, and Ethereum are accepted for donations. French government may accept bitcoin donations. CZ is on it The French government is looking into accepting crypto, Bloomberg reports, but the </p>

<p>By CCN.com: Binance, the world&#8217;s largest crypto exchange with over 10 million users, has launched its own blockchain &#8211; the Binance Chain mainnet today, a highly anticipated blockchain protocol aimed to support decentralized exchanges (DEX). Binance will also open a decentralized exchange next week Today marks the birth of a new genesis block. Who&#39;s ready? pic.twitter.com/AF1hVtFXzt &#8212; Binance (@binance) April 18, 2019 Binance Coin (BNB), the native token of Binance, will operate as the main cryptocurrency of Binance Chain and will be moved from the Ethereum network. Currently, BNB remains as the most valuable token on Ethereum as an ERC20 </p>

<p>By CCN.com: Coinbase, one of the biggest crypto exchanges in the global market reportedly valued at $8 billion, has launched crypto-to-crypto trading in 53 countries including India, South Korea, Hong Kong, and Australia, stepping into the territory of Binance. Excited to continue expanding crypto-to-crypto trading around the globe 🌏 https://t.co/EeUh8lbbs4 &#8212; Brian Armstrong (@brian_armstrong) April 18, 2019 The announcement comes after Coinbase&#8217;s continuous listing of new digital assets throughout the past several months amidst a 16-month bear market that resulted in an 80 percent drop in the valuation of the cryptocurrency market. Direct Crypto Trading is the New Norm, Says </p>

<p>By CCN: Binance, the world&#8217;s largest bitcoin exchange, is stepping up efforts in the crypto community to help rebuild Notre Dame Cathedral in Paris, France. The iconic 900-year-old Catholic church literally went up in flames after being destroyed by a massive fire. Authorities are still investigating the suspicious cause of the raging blaze. &#8216;Bring Crypto to Religion!&#8217; Binance CEO Changpeng Zhao threw down the gauntlet to the crypto industry, urging them to help restore the historic landmark and show the world that bitcoin can be a force for good. &#8220;If we can push crypto to the last mile of the </p>

<p>By CCN.com: Across major markets, the bitcoin price has increased by 28 percent in the past month from around $4,000 to $5,000, recording its first large spike in value since December 2018. Possibly due to the general improvement in sentiment surrounding the cryptocurrency market, Binance has recorded a relatively large profit in the first quarter of 2019. According to the estimates published by The Block, Binance generated a profit of over $78 million in the first quarter of 2019, up 66 percent from the first quarter of 2018. Such a substantial increase in the profit margin of Binance from early </p>

<p>By CCN: In case there was any doubt, the bitcoin price has found a bottom. Binance has released a comprehensive research report on the state of the crypto market, finding that the worst for crypto is probably over, which suggests it&#8217;s onward and upward for prices from here. That’s good news for investors and everyone who would like to see blockchain technology take off. &#8220;Having emerged from a period of the highest internal correlations in crypto history, the data may support the notion that the cryptomarket has already bottomed out,&#8221; the Binance report states. Binance also published a recent report in </p>

<p>Blockchain.com, one of the oldest non-custodial wallet services on the web, has decided to #delistBSV. While the official note on the subject offers no justification or reasoning, Blockchain CEO Peter Smith posted a few Tweets earlier today which indicate the philosophical drive for the decision: At @blockchain, we added support for close out only transactions (sell, send) for #BSV in January in the @blockchain Wallet and have encouraged users to sell or take their #BSV elsewhere&#8230; &#8212; Peter Smith (@OneMorePeter) April 15, 2019 In the next thirty days, we will end even close out support for #BSV transactions. To use </p>

<p>By CCN: Following last week’s threat to do so, Binance has officially announced that Bitcoin SV will no longer trade on its popular platform as of April 22nd. Withdrawals must be made from the platform by July 22nd, according to an official post. The reasons cited by Binance are “officious” in nature, but the community is fully aware this is related to Chenpeng Zhao’s annoyance at the antics of Craig Wright and Calvin Ayre, the most notable proponents of Bitcoin SV. Officially, the exchange lists several possible factors: Commitment of team to project Level and quality of development activity Network </p>

<p>By CCN.com: Binance CEO Changpeng &#8220;CZ&#8221; Zhao has followed through with his threat, announcing that the exchange will delist Bitcoin SV. It&#8217;s a blow to Craig Wright and a reflection of the animosity that has been building against the controversial creator of the cryptocurrency. Wright has been at odds with the vast majority crypto community on Twitter, threatening to pursue legal action toward people calling him a fraud. Incidentally, CZ is in the camp that Craig Wright is a fraud, adding to Binance&#8217;s decision to delist the cryptocurrency. Meanwhile, CZ already hinted that he was getting tired of Wright&#8217;s attacks </p>

<p>Binance CEO Changpeng Zhao, known as CZ, slammed Craig Wright as a “fraud” in an ongoing Twitter spat. Craig Wright, the driving force behind cryptocurrency Bitcoin SV, has long claimed he is the founder of bitcoin and the man behind the pseudonym Satoshi Nakamoto.  Master piece! You have my full support, Peter. To be clear, I don&#39;t choose sides on technology. We let market do that. I am against fraud, such as lying to be someone. As such, it is my strong opinion that: Craig Wright is fraud. https://t.co/f9ihSD6Pr3 &#8212; CZ Binance (@cz_binance) April 15, 2019 This isn’t the first </p>

<p>CCN previously reported on a disturbing discovery by a security researcher who had a problem with Sistemkoin exchange. He found that he was able to spy on other people’s support tickets, and more to the point that most of the support tickets were related to withdrawal troubles. CCN didn&#8217;t hear back about that story at the time, but you can see Sistemkoin&#8217;s comments near the end of this article. User Claims Funds Were Sent to Completely Wrong Address Sistemkoin is a medium-sized Turkish crypto exchange. At the present time, they have a volume of more than $150 million. We received </p>
