Article
<p>The U.S. Securities and Exchange Commission (SEC) is actively cracking down on crypto initial coin offering (ICO) projects and a top official said earlier this year that dozens of cases are pending. The next wave of enforcement by the SEC, stimulated by its recent settlement with professional boxer Floyd Mayweather and music producer DJ Khaled, is expected to be on social media influencers who have promoted ICOs to the general public. When is ICO Promotion a Fraud? Writers, YouTube celebrities, cryptocurrency review platforms, publications, and many more individuals and organizations could be targeted by the SEC if there’s sufficient evidence to </p>

<p>Envion AG, a crypto-based firm that aimed to combine cryptocurrency mining with green power, has been shut down by the cantonal court of Zug, Switzerland. The company was reportedly dissolved due to an alleged unauthorized Initial Coin Offering (ICO) on November 28, local German news outlet Handelsblatt reports. Envion was established to serve as an off-grid mining company which makes use of clean, decentralized energy (like solar power or hydroelectricity) to power mobile mining units. The company raised about $100 million in funding through an Initial Coin Offering (ICO) conducted back in January 2018, before being investigated by Swiss regulators for </p>

<p>Sporting Clube de Portugal (SCP), a popular Portuguese football club, is reportedly considering launching an initial coin offering (ICO) as an alternative way to raise funds, at a time in which it’s struggling to raise them through a bond issue. According to local news outlet Dinheiro Vivo, the club’s vice-president Francisco Salgado Zenha claimed the organization is currently pondering the option, although there’s still “nothing concrete” on the subject. He was quoted as saying: “We are looking closely at an ICO. We’re having meetings about it. There is a great value potential in the Sporting brand.” The manager then emphasized </p>

<p>According to Kobre &#38; Kim government enforcement defense and securities litigation attorney Jake Chervinsky, the second phase of the US Securities and Exchange Commission (SEC)’s enforcement on crypto is a painful and slow grind for the sector. Earlier this week, the US SEC cracked down on Paragon and AirFox, two initial coin offering (ICO) projects that raised $12 million and $15 million respectively in two different areas of the crypto market. The SEC is said to have targeted EtherDelta, Paragon, and AirFox as guidance settlements and to establish a precedent across the cryptocurrency sector, and is expected to clean up </p>

<p>Over the past two years, initial coin offering (ICO) projects in the crypto market have raised more than $30 billion. Yet, most ICO projects have little to show, especially pertaining to user growth, blockchain adoption, and overall user activity on decentralized systems. It Will Only Get Worse A handful of tokens have demonstrated success in establishing clear vision, growth paths, and valid use cases of blockchain technology that benefits users. Binance Coin (BNB), for instance, which already operates as the base cryptocurrency of the Binance exchange, will be extensively utilized to process peer-to-peer trades upon the launch of the Binance </p>

<p>The recent crackdown on two initial coin offerings (ICOs) Paragon and AirFox by the U.S. Securities and Exchange Commission (SEC) could lead to many blockchain and crypto projects declaring bankruptcy in the coming months. As CCN reported on November 16, Paragon and AirFox were ordered to pay a $350,000 fine to the U.S. SEC and refund investors who participated in the token sale. The problem for the two tokens is that they have been asked by the US SEC to refund $12 million and $15 million respectively to investors, and since their ICOs, the prices of cryptocurrencies including Bitcoin and </p>

<p>Abi Dhabi Securities Exchange (ADX) on Tuesday issued a paper on crypto and distributed ledger infrastructure, Emirates News Agency reported. The &#8220;thought paper,&#8221; according to the $135 billion Bourse, identifies the technical and operational standards required to issue crypto-assets. It specifically assists financial institutions that are undergoing a transition from conventional asset issuance to more encrypted asset issuance. Rashed Al Blooshi, Chief Executive of ADX, confirmed that their latest announcement has appeared in response to the growing development of blockchain infrastructure in the region. He acknowledged how their regulatory practices would need to pace up as the transition from old-to-new finance </p>

<p>Here’s something we don’t hear every day: a Swiss bank has opted to enable its clients to participate in initial coin offerings easily. The bank, Swissquote, has previously allowed customers to trade in cryptos. This is, to say the least, an unusual service for a fiat banking institution. Additionally, Swissquote offers traditional FOREX trading and the range of services that traditional banks offer. LakeDiamond ICO The first ICO to be offered as an investment option on the banking platform is LakeDiamond, a lab-grown diamond company which is raising funds to purchase new equipment. They will offer more ICOs in the </p>

<p>Cayman Island-based fintech startup Caspian has completed an eight-figure ICO ahead of schedule. Founded earlier this year, Caspian ties together the biggest cryptocurrency exchanges in a single user interface. The full-stack crypto asset management platform also offers compliance, algorithms, portfolio management, risk, and reporting. Its co-founders David Wills and Robert Dykes plan to channel 40 percent of the raised $19.5 million towards research and development. The other 25 and 15 percent would go towards sales &#38; marketing and application support, respectively. The founders have also allocated a considerable sum towards building new partnerships, managing accounts and legal, and miscellaneous administration costs. “Selling out </p>

<p>This morning, the U.S. Senate Committee on Banking, Housing, and Urban Affairs is holding a hearing on cryptocurrency and blockchain technology, featuring testimony from New York University economist Nouriel Roubini. Roubini, as CCN reported, has been bashing bitcoin since before most of the mainstream public had become familiar with the terms “cryptocurrency” and “blockchain,” and &#8212; true to form &#8212; his Senate testimony contained some real gems. Here are some highlights: 1. ‘Sh*tcoin’ Entered the Congressional Lexicon By the time this article is published, Roubini will have likely become the first person to use the word “sh*tcoin” in congressional testimony, </p>

<p>The European Securities and Markets Authority (ESMA) is assessing every single ICO operating within its jurisdiction, Reuters reported on Oct. 8. ESMA chair Steven Maijoor — who warned crypto investors in Jan. 2018 that they could potentially lose all of their funds by investing in initial coin offerings (ICOs) — said that he had been observing the current regulations that can fit an ICO.  He added that, so far, these ICOs have been unable to reveal their &#8220;extra benefits&#8221; when compared with traditional capital raising companies. Maijoor explained to the EU&#8217;s Committee on Economic and Monetary Affairs that some ICOs are similar to financial instruments and </p>
