Article
<p>By CCN.com: Crypto trader Mike Novogratz fails to see the value in Litecoin. Novogratz, who is at the helm of crypto merchant bank Galaxy Digital, blasts Litecoin&#8217;s size and in doing so seems to comes across as threatened by the fifth-biggest cryptocurrency. The Litecoin price has seen its value expand by 40% in April alone, gains that if you ask Novogratz would be better served by bitcoin. The former Fortress hedge fund manager capitalized on Litecoin&#8217;s reputation as being digital silver to bitcoin&#8217;s gold, comparing the size of the respective precious metal and crypto markets. While silver&#8217;s market cap is </p>

<p>The crypto market cap has added a staggering $32.62 billion to its valuation in the last two days. And it is not just bitcoin that is leading the pump. What started as a bitcoin rally later transformed into an altcoin-fest when bitcoin cash and litecoin began to posting winning numbers. While bitcoin cash surged from $168.50 to as high as $336.62, litecoin ballooned to almost twice its April 2 valuation, rising from $61 to a session high at $94.48. Together, the world&#8217;s fourth and fifth largest cryptocurrencies injected $4.52 billion into the market. That comprised almost 14 percent of the </p>

<p>In the past 24 hours, the Bitcoin price has remained stable above the $4,020 mark, unable to break out above a key resistance level at $4,200. Meanwhile, a handful of crypto assets and tokens recorded gains in the range of 5 to 30 percent. Polymath, the best performing crypto asset on the day, recorded a 31 percent gain against the U.S. dollar, with most of the volume coming from Upbit, a major cryptocurrency exchange in South Korea. As seen in the chart of Polymath below, most alternative cryptocurrencies and tokens remain down about 90 percent down from their all-time highs </p>

<p>The broader crypto market has been stuck in a narrow trading range over the short-term, but there&#8217;s one cryptocurrency whose value has nearly doubled year-to-date, and that&#8217;s Litecoin (LTC). The fifth-biggest coin, which is currently trading at $60.75, has benefitted from a few high-profile partnerships inked by Litecoin creator Charlie Lee, not to mention a push toward confidential transactions. After trading in the shadow of its larger sibling bitcoin (BTC) for so long, Litecoin, whose primary use case is &#8220;peer-t0-peer electronic cash,&#8221; is finally forging an identity of its own. Cryptocurrency prime dealer SFOX outlined five catalysts that have driven </p>

<p>Following a spike to $4,068 from the low $3,900 region, the bitcoin price has experienced a slight pullback to $4,000. While the price of bitcoin slightly differs from region to region, on average, bitcoin is currently being traded at $4,017. Against Tether (USDT) on Binance, bitcoin has dipped below the $4,000 mark to $3,975. Minor Pullback Before Promising Rally or Retest of Previous Bitcoin Supports? Following a 3 percent increase in the price of bitcoin, several traders expected the dominant cryptocurrency to undergo a minor pullback. For over three months, bitcoin has remained in a relatively tight range between $3,700 </p>

<p>Overnight, the bitcoin price surged 3 percent against the U.S. dollar above the $4,000 mark as major crypto assets in the likes of ethereum, litecoin, and bitcoin cash recorded gains in the range of 6 to 18 percent. Fueled by the momentum of bitcoin, the valuation of the crypto market spiked by $10 billion in the past week, which has been on the rise since March 12 due to the strong performance of tokens. Can the Bitcoin Rally Continue? According to cryptocurrency technical analyst Mayne, on the technical side, the price trend of bitcoin is not overly bearish as long </p>

<p>Bitcoin has remained relatively stable in the $3,800 to $3,900 range over the past week while crypto assets like Enjin Coin (ENJ), Litecoin (LTC), ICON (ICX), and Kyber Network (KNC) surged by 30 percent to 100 percent. Off of the reported partnership between Enjin and Samsung, the price of Kyber Network spiked by 60 percent overnight. In late January, the Enjin team revealed that it integrated Kyber, Changelly, and Bancor to convert 200 tokens from thousands of trading pairs natively on the wallet. What to expect for $KNC here? My guestimate is based on the performance $enj showed after the </p>

<p>Following an abrupt short-term dip from $132 billion to $126 billion, the crypto market has almost fully recovered as Bitcoin bounced back to $3,800 and assets like EOS and Litecoin recorded 10 to 13 percent gains. Peter Brandt, a prominent technical analyst, stated that crypto assets like Litecoin have led Bitcoin higher in the past 48 hours, allowing the dominant cryptocurrency to recover from $3,690 to $3,880. $LTC leading $BTC higher pic.twitter.com/ufcaGcwWBJ &#8212; Peter Brandt (@PeterLBrandt) March 5, 2019 If major crypto assets, small market cap cryptocurrencies, and tokens are able to sustain their momentum in the weeks to come, </p>

<p>The cryptocurrency market surged by $6 billion on Tuesday, propelling litecoin to a new yearly high and launching bitcoin one step closer to a major hurdle it needs to cross before it can slay its historic bear market. As of the time of writing, the cryptocurrency market had a total valuation of $132.3 billion. Daily volume stood at more than $33 billion, a full $5 billion above where it was at this time on Monday. Binance Coin, Litecoin Headline Buoyant Crypto Market In what seems to be a developing trend, the bitcoin price did not lead the charge. Instead, two </p>

<p>Within minutes, Litecoin (LTC), the fifth most valuable asset in the global crypto market, surged by 10 percent against the U.S. dollar. The sudden short-term rally of Litecoin was followed by the recovery of Bitcoin from around $3,700 to $3,868. Bitcoin is en route to breaching the $3,900 resistance level once again after defending the $3,700 mark with relative ease. What’s Behind the Litecoin Rally and Can Bitcoin Sustain Momentum? According to many traders, the recent price movement of Litecoin was more technical than fundamental. For the first time since July, Litecoin broke out of a key resistance level above </p>

<p>Tether announced today that it’s issuing USDT on the TRON blockchain. As Tether writes in its own blog post on the subject: The TRC20-based USDT enables interoperability with TRON-based protocols and Decentralised Applications (dApps) whilst allowing users to transact and exchange fiat pegged currencies across the TRON Network. TRON is only the third blockchain on which Tether has issued its stablecoin. Late last year, various actions by Tether Limited got people thinking that maybe the company was exiting the market altogether. For one thing, their actual redemption fees are huge post-Bitfinex exclusivity. For another, they were seen quietly arbitraging and </p>

<p>The latest issue of Diar points out that Bitcoin miners and other crypto miners have made tens of millions of dollars without processing a single transaction. The major proof-of-work blockchains, Bitcoin, Ether, Litecoin, and Dash, have earned in excess of $18 billion. Bitcoin Cash miners have earned just under $1 billion since the fork. Zcash miners have actually earned more than Bitcoin Cash miners, and Zcash is one of the most under-utilized networks studied. Bitcoin and Ethereum Process The Most Transactions In total, Bitcoin Cash miners have processed over 3300 empty blocks since August 2017. In total, an average of </p>

<p>Since February 17, within 4 days, the valuation of the crypto market has increased from $120 billion to $135 billion, by $15 billion. Crypto assets that have outperformed both Bitcoin and the U.S. dollar throughout February in the likes of EOS and Litecoin recorded 4 to 6 percent gains in the past 24 hours, showing strong momentum. Litecoin, in particular, demonstrated a spectacular rally from $33 to $50, gaining 51.5 percent in less than three weeks. However, a technical analyst with an online alias “The Crypto Dog” remains unconvinced that Bitcoin will initiate a large upside movement above $4,000 in </p>

<p>In the past two months, several traders who shorted Bitcoin from its all-time high at $20,000 have started to cash out in the $3,000 to $4,000 range. The closure of several long-term Bitcoin short contracts followed the publicized cash out of former International Monetary Fund (IMF) economist Mark Dow’s short contract on Bitcoin in December. Speaking to Bloomberg, on Dec 18, 2018, Dow said: I’m done. I don’t want to try to ride this thing to zero. I don’t want to try to squeeze more out of the lemon. I don’t want to think about it. It seemed like the </p>

<p>In the last 48 hours, the Bitcoin price recovered beyond the crucial $3,500 support level and avoided a further drop below $3,000. The valuation of the cryptocurrency market increased from $110 billion to $120 billion, by just over $10 billion. Following the strong corrective rally of Bitcoin, billionaire investor Mike Novogratz stated that every major macro fund should hold at least 1 percent of their portfolios in Bitcoin. How’s the Long-Term Prospect of Bitcoin? Generally, analysts expect Bitcoin and the rest of the cryptocurrency market to begin recovering in the latter half of 2019. Throughout the past 10 years, BTC </p>

<p>On February 8, the crypto market experienced a strong $10 billion recovery from $111 billion to $121 billion, breaking out of a three-week stalemate. With an overnight price movement, the crypto market nearly fully recovered to January levels at around $130 billion. Several major crypto assets in the likes of Litecoin (LTC) and EOS (EOS) recorded gains in the 15 to 20 percent range against the U.S. dollar. Bitcoin surged by 11 percent from $3,337 to $3,711. Although the dominant cryptocurrency slightly retraced to $3,616, it has shown strong momentum in the past 24 hours. Traders Foresee Bullish Movement For </p>

<p>Everyone knew a breakout was coming. A tight trading pattern lasted for weeks, which is almost always a precursor to big activity, one way or the other. In the case of Bitcoin and most everything else in the crypto market over the past 24-hours, things went very positive. Bears lost their stranglehold on the market and plenty of short positions were likely vaporized. Traders in recent weeks had become accustomed to movements of sometimes less than $100 in a whole day. Like as not, plenty of positions were primed for movements of that size. But virtually every market saw Bitcoin </p>

<p>The crypto market has added more than $10 billion in the past several hours as all major crypto assets including Bitcoin, Litecoin, and Ethereum jumped by massive margins. Bitcoin, which struggled to demonstrate any major movement in the past two weeks, surged by well over 8 percent, recovering to the high $3,000 region. Litecoin, which CCN reported rose 10 percent overnight, increased by an additional 20 percent, adding more than half a billion dollars to its valuation. What’s Causing the Corrective Rally? On February 8, following a long period of stability and a lack of volatility in a tight price range, traders </p>

<p>Litecoin (LTC) has increased by more than 10 percent in value in the past 3 hours from $33 to $38, becoming the 4th largest currency in the global crypto market. EOS, which secured its position as the 4th most valuable cryptocurrency behind Bitcoin, Ripple, and Ethereum since 2018, was surpassed by Litecoin. The abrupt increase in the value of Litecoin comes in a period during which its open-source developer community has made significant progress in implementing scaling and privacy solutions such as Confidential Transactions and Mimblewimble. Why Developer Activity Has Been Key: Indicator of Crypto Growth Since early January, Litecoin </p>
